,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.07457231682533193,0.06835946800443117,0.06599389724571217,0.06998606702513853,0.07634735504884141,0.0840897904988519,0.09421445242595937,0.10587303824592945,0.11780724622997452,0.14539196219318976,0.1842562955559672,0.22383074377754472,0.26094345336410363,0.285170790940388,0.30163464274089974,0.30673611464264167,0.30103117921682115,0.2868760862755346,0.2620085253009488,0.23158454890573435,0.21473657297105084,0.2130026397051032,0.21111546861702105,0.21503943596654487,0.23415466439747226,0.26451616229980424,0.304108160279103,0.36039351491074095,0.4341311691556113,0.5155366052620629,0.5796458206936971,0.5777464692970108,0.5397572779444674,0.4871072228221465,0.4332134625317448,0.3855055682771658,0.3507487852931446,0.31985185426574264,0.2837875582911223,0.24673528367894695
1,0.06402591073535958,0.059467866182203385,0.05809359217207146,0.0611464081067974,0.06508992702808225,0.0705237782562903,0.07935887835593927,0.09105054623813985,0.10364906455218126,0.13005985472708026,0.17435962669404267,0.22367119294290452,0.2720431134158518,0.31100725076246205,0.33880275148839833,0.34675185599231634,0.34081037808718473,0.3224677925319851,0.2903430822268449,0.2455438237720817,0.20374279793458702,0.18874635402110276,0.18473677523650484,0.1941515542858663,0.22081716131277573,0.2603479579982538,0.3105186048275147,0.37205457693297384,0.43993588249997756,0.5118640063270825,0.5453219821263545,0.5225714437599952,0.47692612172914894,0.42406595432851096,0.37334592944564765,0.3351679993501077,0.30192576593113957,0.2675128101476247,0.23866672196481592,0.2225542562980336
2,0.05476191937115678,0.051719503485934445,0.05148150656360996,0.05461393891740543,0.057068444435288065,0.059517108722359276,0.06531190943808839,0.07591509093615283,0.0891935926372495,0.11663474360632721,0.16596954184547116,0.22048125795951032,0.27570377444939703,0.3242422130081933,0.3536811040127072,0.35782118386961004,0.34391345050172994,0.31529368720573764,0.27648813106509207,0.2307768377929084,0.18667374666188413,0.1659846597119175,0.16129701073232836,0.1763420924713107,0.2108773205160321,0.2598413270152927,0.31581465409653575,0.3719036067908063,0.43279282093051896,0.4878772956605784,0.49836865186445656,0.46840308567129674,0.41924463213119184,0.3653648949651835,0.3213288437522626,0.28592363462412856,0.2546866819281189,0.22997564300182657,0.21711873167840165,0.21874684769881103
3,0.04731583320142492,0.04474596272338456,0.04519687394237609,0.048507738824697486,0.051277152107185975,0.051706082469670275,0.05384928505213589,0.062296757843043414,0.07556537819384733,0.10450128735557684,0.15560885092520596,0.20883606969704613,0.26407866949054815,0.3177402271719203,0.347060912099996,0.3454020651062414,0.32104660882488173,0.2829750251002057,0.24218518121873248,0.2035402445894931,0.16974177273339036,0.14973539299296804,0.14343573634032095,0.1612595705541154,0.20418517798515118,0.2596520409012698,0.3128767313402733,0.3589977709237266,0.40534427523952604,0.4382054862934726,0.439938723616258,0.41077810561550454,0.3624971660267486,0.3145457698612357,0.27744019173719353,0.2498106617260797,0.22886775101153647,0.21740327338367993,0.2185204185508467,0.23339166307139703
4,0.040836208774849,0.038613668671884496,0.039787782130266944,0.043297897885822334,0.04754693064228673,0.047897954468527154,0.04690764298778777,0.05210759996984146,0.06410625437593576,0.09240183848474465,0.13939712864561735,0.1868235881771256,0.23704071723265163,0.29273772620665744,0.3222114143692849,0.3153599972958057,0.2857025749252814,0.24828095519664983,0.21528155381074032,0.18687309397667995,0.16029035892318347,0.13733176743617817,0.12717377322008522,0.149176485470447,0.19821449131943375,0.2506264921757988,0.2950599868845364,0.33093241628172315,0.36239579812569717,0.38113934599045535,0.3760336775775102,0.34879665169033114,0.3104232840730419,0.2763314526250767,0.24889780585211949,0.230694315094341,0.22121837645561798,0.22294957547296176,0.236668557065202,0.2617099656843346
5,0.03509632501225054,0.03421375178869958,0.036387802638301804,0.04027172849397242,0.04576900699150896,0.04785933613934286,0.04561947825971121,0.047358384782413956,0.05622570678982319,0.0801626014798578,0.11918362892182283,0.1590448813155882,0.20204363836799466,0.2548728923382786,0.2857149559365951,0.2790337973176461,0.2507349759001947,0.2212616161601832,0.19928618123264225,0.1800403657139629,0.1576172594826016,0.13138458123319868,0.1186565940322166,0.14350578158601274,0.18904287272574674,0.23219080141551934,0.2661508311333595,0.29418726894599123,0.3199726147403045,0.3351432112621931,0.3286847805204578,0.3050100452737748,0.27674052123888493,0.25014756859289367,0.2332043761648852,0.22563452158647443,0.22805321079352273,0.24106576055201268,0.2640930966268896,0.29704188704507706
6,0.03126833526243137,0.032410875838699255,0.03548789339238281,0.04001199572883828,0.045151624604184995,0.04818573348244794,0.046412822186355736,0.046356956456779126,0.05184566729448652,0.06998274891410643,0.10135367718517499,0.13397123775605188,0.1676010463531875,0.2088853461220751,0.23367420296263555,0.22572564582974408,0.20430561003709713,0.18734254022124044,0.17626733722826224,0.16507367793209093,0.14804994376732528,0.1262650513006395,0.1188328344701078,0.14285235351332906,0.18002407490960262,0.2122047213205943,0.23651998492943632,0.25938255971880647,0.284945065555172,0.30259376710577185,0.29933985487549397,0.2813610885959115,0.2637191275285239,0.24751049137891326,0.23667994759561073,0.2356029169051007,0.24542288344703972,0.2652457687802053,0.2943084203998577,0.33266150922387927
7,0.03174151666261557,0.034264594737475826,0.03762944604218281,0.04230190417252209,0.04622732857158789,0.046978256456735645,0.04450294562678842,0.04494058440165155,0.04966517310594371,0.06422897756660693,0.08847084914690938,0.10888398290365643,0.12820574224247036,0.15193909310650597,0.1679673418310674,0.1661272628969656,0.15823001267495854,0.15324440618688434,0.15013123086710703,0.144057419499996,0.1323547181818183,0.11982624250693999,0.12017843145150825,0.14220735756098224,0.17168513797366497,0.19513822965907252,0.21237924666260244,0.23220230663319075,0.25815651899570957,0.27810529966497133,0.2817815216748415,0.27891050851024757,0.2698153915338364,0.25715732185863993,0.24881331261785666,0.25141929394447415,0.2658647411500348,0.29040957477392176,0.3235954811077339,0.3634607475556936
8,0.04095683631644726,0.0430293185622884,0.04485309365938643,0.04733160270004566,0.048838932180606226,0.04735815540788857,0.04369830500476832,0.04387549943216285,0.04928565210145195,0.059820993477102805,0.07094055698198619,0.0779105241936916,0.08804505965150575,0.10194140248897716,0.1139893593853874,0.11964018327544476,0.12166351942269181,0.12414311017276057,0.12513266576017762,0.12237285492941127,0.11717965146321317,0.11454093995573934,0.1213895993218564,0.1407997903597953,0.16386088619436415,0.1828565635800454,0.1984350166798979,0.21719015056471708,0.24153763086826197,0.26407336520464847,0.28040006146509017,0.2856635291253906,0.28021189615840725,0.2695996752188194,0.263352529693315,0.26862436431073494,0.2863206871406407,0.3139697791496303,0.34836594888833244,0.3854995211305872
9,0.06131581422644337,0.06236741562297916,0.060178604001362164,0.056709932052099316,0.05290703274752367,0.04878752882815999,0.04480996342902652,0.04385070091813347,0.04601631443434143,0.04812323413733583,0.04875828878922982,0.051025502187543245,0.05727014805202656,0.06685729423763455,0.07673123156278694,0.08541350567183563,0.09310489747036016,0.09920736240744439,0.1023997214625274,0.10386833095928447,0.10613916221943022,0.11166493528868938,0.12364962912707912,0.14124844171840598,0.16015390714586178,0.17777883715473902,0.19478768804064114,0.21433793047203314,0.2377993995406749,0.2631163521280215,0.28314351111522146,0.2923412731917458,0.2904795340041666,0.2829764586909894,0.27934428701610947,0.2865162028582509,0.3056383229510549,0.33398348844875037,0.3677154364794319,0.40315862273069064
